formula_pretty,material_id,total,e_ij_max,track_id,index,crystal_system,point_group,crystal
Na(GeP)3,mp-1104707,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.164], [0.361, -0.406, -0.199, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.425, 0.0, 0.0]]",0.578674340281302,689,0,Orthorhombic,mm2,Orthorhombic mm2
LiGeBO4,mp-8873,"[[0.0, 0.0, 0.0, -0.157, 0.135, 0.0], [0.0, 0.0, 0.0, -0.135, -0.157, 0.0], [0.131, -0.131, 0.0, 0.0, 0.0, -0.496]]",0.529287057181639,690,0,Tetragonal,-4,Tetragonal -4
SiC,mp-11714,"[[0.0, 0.0, 0.0, 0.0, -0.064, 0.0], [0.0, 0.0, 0.0, -0.064, 0.0, 0.0], [0.011, 0.011, -0.062, 0.0, 0.0, 0.0]]",0.06423169544703,691,0,Hexagonal,6mm,Hexagonal 6mm
TlGeF3,mp-998712,"[[1.009, 0.239, 0.299, 0.114, 0.095, 0.186], [-0.055, 0.073, -0.278, -0.079, 0.018, 0.162], [-0.192, -0.368, -0.184, -0.159, 0.012, 0.048]]",1.15701812753376,692,0,Triclinic,1,Triclinic 1
GaB3N4,mp-1019740,"[[0.0, 0.0, 0.0, -0.781, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.781, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.781]]",0.78069,693,0,Cubic,-43m,Cubic -43m
SnS,mp-8781,"[[-1.821, 0.012, -0.17, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.271], [0.0, 0.0, 0.0, 0.0, -0.236, 0.0]]",1.82940664787794,694,0,Orthorhombic,mm2,Orthorhombic mm2
SiO2,mp-557118,"[[0.0, 0.0, 0.0, -0.036, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.143, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.074]]",0.143392064014015,695,0,Orthorhombic,222,Orthorhombic 222
Li5Cu(PO4)2,mp-26311,"[[-0.044, 0.023, -0.081, 0.0, -0.076, 0.0], [0.0, 0.0, 0.0, 0.043, 0.0, 0.074], [-0.091, -0.138, 0.111, 0.0, 0.13, 0.0]]",0.25164762640444,696,0,Monoclinic,m,Monoclinic m
H2S,mp-721582,"[[-0.016, -0.021, -0.021, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.008, -0.129], [0.0, 0.0, 0.0, 0.0, -0.129, -0.008]]",0.129389112467008,697,0,Tetragonal,4,Tetragonal 4
P2O5,mp-2452,"[[0.0, 0.0, 0.0, 0.0, -0.213, 0.0], [0.0, 0.0, 0.0, -0.303, 0.0, 0.0], [-0.091, -0.175, -0.257, 0.0, 0.0, 0.0]]",0.324310199066384,698,0,Orthorhombic,mm2,Orthorhombic mm2
Li2MnP2O7,mp-770967,"[[0.0, 0.0, 0.0, -0.172, 0.0, -0.121], [-0.075, -0.234, -0.219, 0.0, -0.192, 0.0], [0.0, 0.0, 0.0, -0.238, 0.0, 0.039]]",0.381260102030097,699,0,Monoclinic,2,Monoclinic 2
H2SO4,mp-625475,"[[0.0, 0.0, 0.0, -0.027, 0.0, -0.028], [0.0, -0.275, -0.789, 0.0, 0.018, 0.0], [0.0, 0.0, 0.0, -0.376, 0.0, -0.031]]",0.835356129358772,700,0,Monoclinic,2,Monoclinic 2
Li3ErCl6,mp-676361,"[[0.187, -0.187, 0.0, 0.092, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.092, -0.187], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.279977010405823,701,0,Trigonal,32,Trigonal 32
LuCuS2,mp-1001780,"[[0.0, 0.0, 0.0, 0.0, -0.262, -0.307], [-0.307, 0.307, 0.0, -0.262, 0.0, 0.0], [-0.232, -0.232, -0.235, 0.0, 0.0, 0.0]]",0.507583852403286,702,0,Trigonal,3m,Trigonal 3m
LiSiNO,mp-6015,"[[0.0, 0.0, 0.0, 0.0, 0.058, 0.0], [0.0, 0.0, 0.0, 0.122, 0.0, 0.0], [0.019, 0.21, -1.118, 0.0, 0.0, 0.0]]",1.13766982934417,703,0,Orthorhombic,mm2,Orthorhombic mm2
VF4,mp-759972,"[[0.034, -0.019, 0.005, 0.0, 0.013, 0.0], [0.0, 0.0, 0.0, 0.008, 0.0, 0.006], [0.003, 0.019, -0.047, 0.0, 0.012, 0.0]]",0.053053015997178,704,0,Monoclinic,m,Monoclinic m
Tm2TeO6,mp-780172,"[[0.0, 0.0, 0.0, 0.367, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.128, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.167]]",0.36693,705,0,Orthorhombic,222,Orthorhombic 222
Li3FePO5,mp-765579,"[[0.0, 0.0, 0.0, 0.0, 0.116, 0.0], [0.0, 0.0, 0.0, 0.163, 0.0, 0.0], [0.241, 0.289, -0.702, 0.0, 0.0, 0.0]]",0.796483302147635,706,0,Orthorhombic,mm2,Orthorhombic mm2
Li3Cu3(PO4)2,mp-754308,"[[3.042, -2.689, -0.54, 2.068, 0.554, 0.33], [-0.739, 0.74, 0.074, -0.747, -0.299, -0.281], [-0.383, 0.299, -0.04, -0.168, -0.306, -0.012]]",4.84620802965807,707,0,Triclinic,1,Triclinic 1
DyTa7O19,mp-15492,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.007], [-0.007, 0.007, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.009680291378642,708,0,Hexagonal,-6m2,Hexagonal -6m2
LiVF6,mp-757163,"[[0.0, 0.0, 0.0, -0.178, 0.0, 0.122], [0.122, -0.122, 0.0, 0.0, 0.178, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.248222307182049,709,0,Trigonal,32,Trigonal 32
Lu3AlO6,mp-768573,"[[0.0, 0.0, 0.0, 0.0, 0.374, 0.0], [0.0, 0.0, 0.0, 0.204, 0.0, 0.0], [-0.186, -0.619, 0.296, 0.0, 0.0, 0.0]]",0.711095153899954,710,0,Orthorhombic,mm2,Orthorhombic mm2
AcOF,mp-36526,"[[0.0, 0.0, 0.0, -0.845, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.845, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.845]]",0.845496666666666,711,0,Cubic,-43m,Cubic -43m
Al2PbO4,mp-21892,"[[0.0, 0.0, 0.0, 0.0, 0.281, 0.0], [0.0, 0.0, 0.0, 0.936, 0.0, 0.0], [0.453, 0.347, -0.203, 0.0, 0.0, 0.0]]",0.93636,712,0,Orthorhombic,mm2,Orthorhombic mm2
FeOF,mp-754726,"[[1.267, -0.06, -0.466, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.055], [0.0, 0.0, 0.0, 0.0, 0.203, 0.0]]",1.3511076186966,713,0,Orthorhombic,mm2,Orthorhombic mm2
Y2Si3N4O3,mp-6941,"[[0.0, 0.0, 0.0, -0.134, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.478, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.478]]",0.478185,714,0,Tetragonal,-42m,Tetragonal -42m
Sr2Si5N8,mp-9710,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.09], [0.105, 0.053, -0.11, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.179, 0.0, 0.0]]",0.17892,715,0,Orthorhombic,mm2,Orthorhombic mm2
Na4P2O7,mp-27579,"[[0.0, 0.0, 0.0, 0.079, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.095, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.056]]",0.09464,716,0,Orthorhombic,222,Orthorhombic 222
Mg3MoN4,mp-1245510,"[[0.0, 0.0, 0.0, 0.0, -0.654, 0.0], [0.0, 0.0, 0.0, -0.623, 0.0, 0.0], [-0.888, -0.907, 1.98, 0.0, 0.0, 0.0]]",2.35215473119861,717,0,Orthorhombic,mm2,Orthorhombic mm2
LiCdBO3,mp-6126,"[[0.145, -0.145, 0.0, 0.0, 0.0, 0.829], [0.829, -0.829, 0.0, 0.0, 0.0, -0.145], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1.19023055402407,718,0,Hexagonal,-6,Hexagonal -6
SrCa2I6,mp-771568,"[[0.0, 0.0, 0.0, -0.037, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.048, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.015]]",0.04804,719,0,Orthorhombic,222,Orthorhombic 222
LiMn(PO3)3,mp-759181,"[[0.0, 0.0, 0.0, 0.386, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.188, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.703]]",0.70298,720,0,Orthorhombic,222,Orthorhombic 222
H4SO5,mp-626448,"[[0.02, 0.033, -0.008, 0.0, -0.014, 0.0], [0.0, 0.0, 0.0, 0.006, 0.0, 0.021], [-0.013, -0.002, -0.005, 0.0, -0.002, 0.0]]",0.042688854639649,721,0,Monoclinic,m,Monoclinic m
ZnCl2,mp-22889,"[[0.0, 0.0, 0.0, 0.0, 0.019, 0.0], [0.0, 0.0, 0.0, 0.047, 0.0, 0.0], [-0.06, 0.089, -0.074, 0.0, 0.0, 0.0]]",0.130112599313057,722,0,Orthorhombic,mm2,Orthorhombic mm2
BeGeAs2,mp-1009088,"[[0.0, 0.0, 0.0, 0.08, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.08, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.107]]",0.10722,723,0,Tetragonal,-42m,Tetragonal -42m
CsLiWO4,mp-1178391,"[[0.0, 0.0, 0.0, 0.216, -0.078, 0.0], [0.0, 0.0, 0.0, 0.078, 0.216, 0.0], [0.005, -0.005, 0.0, 0.0, 0.0, 0.341]]",0.340836754245762,724,0,Tetragonal,-4,Tetragonal -4
Lu2Ge2O7,mp-8346,"[[0.0, 0.0, 0.0, -0.102, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.102, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.10183,725,0,Tetragonal,422,Tetragonal 422
Hg2SeO3,mp-555918,"[[0.0, 0.0, 0.0, 0.0, -0.043, 0.0], [0.0, 0.0, 0.0, 0.068, 0.0, 0.0], [0.159, 0.124, -0.091, 0.0, 0.0, 0.0]]",0.221209996383527,726,0,Orthorhombic,mm2,Orthorhombic mm2
KMnIO6,mp-1205906,"[[0.0, 0.0, 0.0, -0.195, 0.0, -0.302], [-0.302, 0.302, 0.0, 0.0, 0.195, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.469573983031819,727,0,Trigonal,32,Trigonal 32
Li2Si3NiO8,mp-766692,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",2.82344315751433E-22,728,0,Cubic,432,Cubic 432
Al2ZnTe4,mp-7908,"[[0.0, 0.0, 0.0, -0.042, 0.023, 0.0], [0.0, 0.0, 0.0, -0.023, -0.042, 0.0], [0.016, -0.016, 0.0, 0.0, 0.0, -0.056]]",0.060687175993667,729,0,Tetragonal,-4,Tetragonal -4
H6CN3ClO,mp-23909,"[[0.0, 0.0, 0.0, -0.12, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.159, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.022]]",0.15938,730,0,Orthorhombic,222,Orthorhombic 222
KEr(PO3)4,mp-18572,"[[0.0, 0.0, 0.0, 0.067, 0.0, -0.099], [0.158, -0.351, -0.078, 0.0, 0.294, 0.0], [0.0, 0.0, 0.0, 0.03, 0.0, 0.127]]",0.490377662278737,731,0,Monoclinic,2,Monoclinic 2
YCuSe2,mp-675902,"[[0.0, 0.0, 0.0, 0.0, -0.3, 0.26], [0.26, -0.26, 0.0, -0.3, 0.0, 0.0], [-0.142, -0.142, -0.252, 0.0, 0.0, 0.0]]",0.474141812296877,732,0,Trigonal,3m,Trigonal 3m
H4BrN,mp-36248,"[[0.0, 0.0, 0.0, 0.13, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.13, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.13]]",0.13006,733,0,Cubic,-43m,Cubic -43m
CrP2O7,mp-26974,"[[0.0, 0.0, 0.0, -0.019, 0.0, -0.262], [-0.333, 0.008, -0.109, 0.0, 0.048, 0.0], [0.0, 0.0, 0.0, 0.236, 0.0, 0.069]]",0.353929185572482,734,0,Monoclinic,2,Monoclinic 2
BeZnO2,mp-550433,"[[0.0, 0.0, 0.0, 0.362, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.362, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.487]]",0.48725,735,0,Tetragonal,-42m,Tetragonal -42m
BeF2,mp-15951,"[[0.067, -0.067, 0.0, 0.001, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.001, -0.067], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.094914959945283,736,0,Trigonal,32,Trigonal 32
BaLaTaMnO6,mp-41283,"[[0.0, 0.0, 0.0, -0.119, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.119, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.119]]",0.11877,737,0,Cubic,-43m,Cubic -43m
SrAl2O4,mp-5492,"[[0.0, 0.0, 0.0, 0.089, -0.11, 0.0], [0.0, 0.0, 0.0, -0.11, -0.089, 0.0], [-0.063, -0.063, -0.112, 0.0, 0.0, 0.0]]",0.143691954889619,738,0,Hexagonal,6,Hexagonal 6
FePO4,mp-760343,"[[0.0, 0.0, 0.0, 0.052, 0.112, 0.0], [0.0, 0.0, 0.0, -0.112, 0.052, 0.0], [0.255, -0.255, 0.0, 0.0, 0.0, 0.173]]",0.400522712152507,739,0,Tetragonal,-4,Tetragonal -4
LiCoPO4,mp-762018,"[[0.0, 0.0, 0.0, 0.2, -0.016, 0.0], [0.0, 0.0, 0.0, 0.016, 0.2, 0.0], [-0.073, 0.073, 0.0, 0.0, 0.0, 0.295]]",0.312247797666465,740,0,Tetragonal,-4,Tetragonal -4
SnF2,mp-7456,"[[0.0, 0.0, 0.0, -0.035, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.02, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.025]]",0.03516,741,0,Orthorhombic,222,Orthorhombic 222
Li4Fe3P3O12F,mp-759070,"[[0.0, 0.0, 0.0, 0.124, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.124, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.124]]",0.123573333333333,742,0,Cubic,-43m,Cubic -43m
ZnAg2GeO4,mp-15144,"[[0.057, 0.009, -0.023, 0.0, -0.38, 0.0], [0.0, 0.0, 0.0, -0.099, 0.0, -0.044], [-0.403, -0.29, 0.663, 0.0, 0.045, 0.0]]",0.833109674816781,743,0,Monoclinic,m,Monoclinic m
BaSi6N8O,mp-557414,"[[0.0, 0.0, 0.0, 0.0, -0.244, 0.0], [0.0, 0.0, 0.0, 0.445, 0.0, 0.0], [-0.607, 0.618, -1.221, 0.0, 0.0, 0.0]]",1.49736251089331,744,0,Orthorhombic,mm2,Orthorhombic mm2
RePbClO4,mp-560625,"[[0.0, 0.0, 0.0, 0.0, 2.751, 0.0], [0.0, 0.0, 0.0, 0.728, 0.0, 0.0], [0.758, 0.834, 1.096, 0.0, 0.0, 0.0]]",2.75077,745,0,Orthorhombic,mm2,Orthorhombic mm2
CrAgSe2,mp-3532,"[[0.0, 0.0, 0.0, 0.0, -0.164, 0.159], [0.159, -0.159, 0.0, -0.164, 0.0, 0.0], [0.008, 0.008, -0.184, 0.0, 0.0, 0.0]]",0.278161895841455,746,0,Trigonal,3m,Trigonal 3m
Na2BeSiO4,mp-560829,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.622], [-0.523, -0.088, 0.038, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.006, 0.0, 0.0]]",0.62159,747,0,Orthorhombic,mm2,Orthorhombic mm2
LiCaUF8,mp-632402,"[[0.0, 0.0, 0.0, -0.257, -0.111, 0.0], [0.0, 0.0, 0.0, 0.111, -0.257, 0.0], [0.085, -0.085, 0.0, 0.0, 0.0, 0.178]]",0.279564804159966,748,0,Tetragonal,-4,Tetragonal -4
K2SbSO4F3,mp-554643,"[[0.0, 0.0, 0.0, -0.102, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.169, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.01]]",0.16894,749,0,Orthorhombic,222,Orthorhombic 222
AlAs,mp-2172,"[[0.0, 0.0, 0.0, -0.076, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.076, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.076]]",0.076333333333334,750,0,Cubic,-43m,Cubic -43m
Na2O,mp-776952,"[[-0.8, 0.8, 0.0, 0.139, -0.17, -0.044], [-0.044, 0.044, 0.0, -0.17, -0.139, 0.8], [-2.339, -2.339, -9.619, 0.0, 0.0, 0.0]]",10.1720737164281,751,0,Trigonal,3,Trigonal 3
Li5Ti(SiO4)2,mp-760462,"[[0.0, 0.0, 0.0, -0.007, 0.0, 0.228], [-0.038, 0.099, -0.02, 0.0, 0.05, 0.0], [0.0, 0.0, 0.0, -0.042, 0.0, 0.103]]",0.25120278376781,752,0,Monoclinic,2,Monoclinic 2
TlClO3,mp-29738,"[[0.0, 0.0, 0.0, 0.0, 0.399, -0.149], [-0.149, 0.149, 0.0, 0.399, 0.0, 0.0], [0.138, 0.138, 0.637, 0.0, 0.0, 0.0]]",0.666329762655099,753,0,Trigonal,3m,Trigonal 3m
ThSnPt,mp-19886,"[[0.0, 0.0, 0.0, 0.49, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.49, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.49]]",0.489706666666666,754,0,Cubic,-43m,Cubic -43m
Ho3CuSiS7,mp-17486,"[[0.0, 0.0, 0.0, -0.093, -0.299, 0.0], [0.0, 0.0, 0.0, -0.299, 0.093, 0.0], [-0.419, -0.419, 1.562, 0.0, 0.0, 0.0]]",1.67038183120601,755,0,Hexagonal,6,Hexagonal 6
BaMo4(PO8)2,mp-557147,"[[0.0, 0.0, 0.0, 0.074, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.074, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.097]]",0.09679,756,0,Tetragonal,-42m,Tetragonal -42m
K3VO4,mp-19052,"[[0.0, 0.0, 0.0, 0.402, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.402, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.484]]",0.48354,757,0,Tetragonal,-42m,Tetragonal -42m
CaNdTiMnO6,mp-41742,"[[-0.027, 0.099, 0.182, 0.0, -0.069, 0.0], [0.0, 0.0, 0.0, 1.292, 0.0, -0.79], [-0.765, -2.019, 0.22, 0.0, -0.166, 0.0]]",2.17734999545647,758,0,Monoclinic,m,Monoclinic m
BaCa(GaO2)4,mp-561446,"[[0.0, 0.0, 0.0, 0.0, -0.142, 0.0], [0.0, 0.0, 0.0, 0.202, 0.0, 0.0], [0.046, -0.043, 1.108, 0.0, 0.0, 0.0]]",1.10991403162587,759,0,Orthorhombic,mm2,Orthorhombic mm2
Nb2O5,mp-10426,"[[0.0, 0.0, 0.0, 1.267, 0.0, -0.409], [-1.728, -1.399, -0.795, 0.0, 0.145, 0.0], [0.0, 0.0, 0.0, -1.711, 0.0, 0.066]]",2.36517816989561,760,0,Monoclinic,2,Monoclinic 2
BeCl2,mp-569030,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.000924580986189,761,0,Trigonal,32,Trigonal 32
MnHgC4(SN)4,mp-541914,"[[0.0, 0.016, -0.016, 0.03, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.008, -0.061], [0.0, 0.0, 0.0, 0.0, 0.061, -0.008]]",0.062050306405368,762,0,Tetragonal,-4,Tetragonal -4
Y3GaO6,mp-554722,"[[0.0, 0.0, 0.0, 0.0, 0.332, 0.0], [0.0, 0.0, 0.0, 0.197, 0.0, 0.0], [-0.076, -0.342, 0.383, 0.0, 0.0, 0.0]]",0.519034320826527,763,0,Orthorhombic,mm2,Orthorhombic mm2
CrN2,mp-1016069,"[[-1.618, -0.94, -0.867, 0.472, 0.913, 1.045], [1.794, 1.839, 1.536, -0.169, -1.054, -0.609], [-1.184, -1.356, -0.64, -0.192, -0.169, 0.074]]",4.36888773081141,764,0,Triclinic,1,Triclinic 1
Si2CN4,mp-30161,"[[0.0, 0.0, 0.0, 0.0, 0.038, 0.0], [0.0, 0.0, 0.0, -0.188, 0.0, 0.0], [0.155, 0.368, -0.147, 0.0, 0.0, 0.0]]",0.425567213257788,765,0,Orthorhombic,mm2,Orthorhombic mm2
SbSe3N2Cl7,mp-570693,"[[0.032, 0.154, -0.077, 0.121, -0.138, -0.108], [-0.054, -0.091, 0.017, -0.061, 0.078, 0.05], [-0.068, -0.111, 0.036, -0.058, 0.052, 0.024]]",0.346041721330835,766,0,Triclinic,1,Triclinic 1
CSO,mp-28240,"[[0.0, 0.0, 0.0, 0.0, -0.005, -0.021], [-0.021, 0.021, 0.0, -0.005, 0.0, 0.0], [-0.136, -0.136, 0.015, 0.0, 0.0, 0.0]]",0.193322206220999,767,0,Trigonal,3m,Trigonal 3m
GaTeI7,mp-29541,"[[-0.196, 0.142, 0.047, 0.0, 0.057, 0.0], [0.0, 0.0, 0.0, -0.13, 0.0, 0.126], [0.281, -0.239, -0.193, 0.0, -0.068, 0.0]]",0.487755882138551,768,0,Monoclinic,m,Monoclinic m
Na4CoO3,mp-18762,"[[1.178, -0.362, -0.135, 0.0, 0.013, 0.0], [0.0, 0.0, 0.0, -0.199, 0.0, 0.397], [-0.098, 0.01, -0.356, 0.0, -0.026, 0.0]]",1.24112887899214,769,0,Monoclinic,m,Monoclinic m
ReNCl4,mp-568100,"[[-0.382, 0.161, 0.161, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.008, -0.099], [0.0, 0.0, 0.0, 0.0, -0.099, 0.008]]",0.444048192317005,770,0,Tetragonal,4,Tetragonal 4
SbIrS,mp-8630,"[[0.0, 0.0, 0.0, -0.012, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.012, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.012]]",0.01177,771,0,Cubic,23,Cubic 23
W(ClO)2,mp-32539,"[[5.715, -0.077, -0.722, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.001], [0.0, 0.0, 0.0, 0.0, 0.096, 0.0]]",5.76103744571236,772,0,Orthorhombic,mm2,Orthorhombic mm2
GaH3NF3,mp-643759,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.386], [0.162, 0.751, 0.215, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.596, 0.0, 0.0]]",0.798216004725538,773,0,Orthorhombic,mm2,Orthorhombic mm2
Yb(SmS2)2,mp-675677,"[[0.0, 0.0, 0.0, 0.34, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.34, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.302]]",0.3398,774,0,Tetragonal,-42m,Tetragonal -42m
MgV2O4,mp-1048900,"[[0.0, 0.0, 0.0, 0.0, 0.032, 0.16], [0.16, -0.16, 0.0, 0.032, 0.0, 0.0], [-0.05, -0.05, -0.22, 0.0, 0.0, 0.0]]",0.230882095234779,775,0,Trigonal,3m,Trigonal 3m
ZnTe,mp-571195,"[[0.0, 0.0, 0.0, 0.0, -0.083, -0.115], [-0.115, 0.115, 0.0, -0.084, 0.0, 0.0], [-0.072, -0.072, 0.145, 0.0, 0.0, 0.0]]",0.183319805269207,776,0,Trigonal,3,Trigonal 3
Li2NbFe3O8,mp-760364,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1.41172157875717E-22,777,0,Cubic,432,Cubic 432
Li3VBO5,mp-768849,"[[0.0, 0.0, 0.0, 0.0, 0.21, 0.0], [0.0, 0.0, 0.0, 0.19, 0.0, 0.0], [0.125, 0.545, -1.143, 0.0, 0.0, 0.0]]",1.27201922729179,778,0,Orthorhombic,mm2,Orthorhombic mm2
K3Ta3Si2O13,mp-16855,"[[-0.75, 0.75, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.75], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1.06037377845841,779,0,Hexagonal,-6m2,Hexagonal -6m2
LiTeO3,mp-755231,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.593], [-0.183, 1.417, 1.355, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.979, 0.0, 0.0]]",1.96874107931947,780,0,Orthorhombic,mm2,Orthorhombic mm2
TaIn3O7,mp-752535,"[[0.0, 0.0, 0.0, -0.065, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.274, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.05]]",0.27391,781,0,Orthorhombic,222,Orthorhombic 222
Li4MnV2WO12,mp-755727,"[[-0.13, 0.128, 0.223, 0.165, 0.634, -4.427], [-2.332, -4.372, 0.829, 1.644, 0.119, -0.333], [-0.762, 0.368, 5.496, -0.82, -0.033, 0.056]]",5.81730350095436,782,0,Triclinic,1,Triclinic 1
RbHO,mp-626620,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.454, 0.0, 0.0], [-0.079, -0.236, 0.023, 0.0, 0.0, 0.0]]",0.45414,783,0,Orthorhombic,mm2,Orthorhombic mm2
DyHO2,mp-777422,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.307], [0.474, 1.018, 0.061, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.013, 0.0, 0.0]]",1.1245305179496,784,0,Orthorhombic,mm2,Orthorhombic mm2
Sr4MgCr2(SO3)2,mp-1048620,"[[0.0, 0.0, 0.0, 0.0, 0.123, 0.0], [0.0, 0.0, 0.0, -0.123, 0.0, 0.0], [0.12, -0.12, 0.0, 0.0, 0.0, 0.0]]",0.169175297398881,785,0,Tetragonal,-42m,Tetragonal -42m
MnP2O7,mp-27032,"[[0.0, 0.0, 0.0, 0.514, 0.0, 0.094], [0.433, 1.054, 0.449, 0.0, 0.384, 0.0], [0.0, 0.0, 0.0, 0.119, 0.0, 0.402]]",1.28346594314374,786,0,Monoclinic,2,Monoclinic 2
LiVOF3,mp-765230,"[[0.0, 0.0, 0.0, -0.139, 0.0, 0.053], [-0.175, -0.332, -0.145, 0.0, -0.003, 0.0], [0.0, 0.0, 0.0, -0.638, 0.0, -0.159]]",0.668960491427515,787,0,Monoclinic,2,Monoclinic 2
Na2Ti2O5,mp-773663,"[[-0.335, 0.302, 0.429, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.123], [0.0, 0.0, 0.0, 0.0, 0.211, 0.0]]",0.622226127223857,788,0,Orthorhombic,mm2,Orthorhombic mm2
