MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,$\delta$,Δ$\chi$,ΔTm,Tm(K),VEC,AN,K,B,ΔB,G,ΔG,ΔSmix,$\lambda$,subcategory,category,total,e_ij_max,target
1.0,8.0,7.0,2.857142857142857,2.6530612244897958,1.0,82.0,92.0,10.0,89.85714285714286,3.0612244897959164,92.0,1.00794,15.9994,14.99146,5.006542857142857,5.712289795918368,1.00794,14.01,63.05,49.04,26.842857142857138,18.332653061224487,14.01,1.0,16.0,15.0,5.142857142857143,5.918367346938775,1.0,1.0,2.0,1.0,1.2857142857142858,0.4081632653061225,1.0,31.0,71.0,40.0,41.714285714285715,15.306122448979592,31.0,2.2,3.44,1.2399999999999998,2.4971428571428573,0.4244897959183673,2.2,1.0,2.0,1.0,1.2857142857142858,0.4081632653061225,1.0,0.0,4.0,4.0,1.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.2857142857142856,1.836734693877551,1.0,0.0,1.0,1.0,0.7142857142857143,0.40816326530612246,1.0,0.0,3.0,3.0,0.7142857142857143,1.0204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.4285714285714286,0.6122448979591837,1.0,6.615,14.76875,8.15375,8.135535714285714,2.1721938775510203,6.615,0.0,7.853,7.853,6.5288571428571425,1.8916326530612244,7.853,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,168.0,44.57142857142857,194.0,0.04145544319994136,0.4818,20.40997705205241,26.84285714285714,2.2857142857142856,2.857142857142857,0.13641571428571428,53.56,0.0,43.75,0.0,6.6205,3852.3874,ortho222,CAT A,"[[0.0, 0.0, 0.0, 0.048, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.115, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.034]]",0.11482,"[0.048, -0.115, 0.034]"
8.0,49.0,41.0,22.4,17.28,8.0,12.0,87.0,75.0,69.6,23.040000000000003,87.0,15.9994,114.818,98.8186,50.344409999999996,41.214012,15.9994,54.8,1799.0,1744.2,478.63,528.1479999999999,54.8,3.0,16.0,13.0,12.8,3.9199999999999995,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,190.0,124.0,106.0,48.0,66.0,1.22,3.44,2.2199999999999998,2.664,0.9311999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0,6.8,2.4799999999999995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,32.365,23.26,16.788,9.2196,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,73.8,74.16,12.0,0.6732362663378288,0.9668,675.9677208269637,478.63,4.8,22.400000000000002,19.815948000000006,51.048,0.09841717599122393,40.2,0.1766169154228856,7.9005,17.431,hextetramm,CAT B,"[[0.0, 0.0, 0.0, 0.0, -0.036, 0.0], [0.0, 0.0, 0.0, -0.036, 0.0, 0.0], [0.005, 0.005, 0.026, 0.0, 0.0, 0.0]]",0.036110003847154,"[-0.036, 0.005, 0.026]"
1.0,19.0,18.0,4.0,4.0,1.0,3.0,92.0,89.0,82.08333333333333,13.222222222222223,92.0,1.00794,39.0983,38.090360000000004,7.431826666666667,8.565182222222223,1.00794,14.01,336.53,322.52,53.14666666666667,52.18222222222223,14.01,1.0,15.0,14.0,4.5,5.25,1.0,1.0,4.0,3.0,1.5,0.6666666666666666,1.0,31.0,203.0,172.0,55.333333333333336,32.44444444444445,31.0,0.82,3.04,2.22,2.2950000000000004,0.37250000000000005,2.2,1.0,2.0,1.0,1.25,0.375,1.0,0.0,3.0,3.0,0.75,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,1.5,1.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,3.0,3.0,0.75,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5,0.75,1.0,6.615,73.1066666667,66.4916666667,14.194409722224998,10.105879629633332,6.615,0.0,7.853,7.853,6.844583333333333,1.3445555555555557,7.853,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,196.91666666666666,5.347222222222214,194.0,0.751656113128031,0.571,87.96484670341644,53.14666666666666,2.0,4.0,8.460124166666665,49.355,0.2825733409673682,40.2125,0.291764008601361,6.8504,12.1249,ortho222,CAT A,"[[0.0, 0.0, 0.0, -0.021, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.078, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.101]]",0.10072,"[-0.021, -0.078, -0.101]"
8.0,82.0,74.0,16.363636363636363,11.93388429752066,11.0,2.0,87.0,85.0,40.09090909090909,41.553719008264466,2.0,15.9994,207.2,191.20059999999998,37.194201425454544,30.9101451953719,22.98976928,54.8,600.61,545.8100000000001,276.8209090909091,161.46975206611572,370.87,1.0,16.0,15.0,7.636363636363637,7.239669421487604,1.0,2.0,6.0,4.0,2.909090909090909,0.6611570247933884,3.0,66.0,166.0,100.0,127.81818181818181,44.95867768595041,166.0,0.93,3.44,2.51,1.9700000000000002,1.1345454545454545,0.93,1.0,2.0,1.0,1.4545454545454546,0.4958677685950414,1.0,0.0,4.0,4.0,1.6363636363636365,1.7851239669421484,0.0,0.0,10.0,10.0,0.9090909090909091,1.6528925619834711,0.0,0.0,14.0,14.0,1.2727272727272727,2.3140495867768593,0.0,1.0,28.0,27.0,5.2727272727272725,4.661157024793388,1.0,0.0,1.0,1.0,0.5454545454545454,0.4958677685950414,1.0,0.0,4.0,4.0,1.0909090909090908,1.190082644628099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6363636363636365,0.6942148760330578,1.0,9.105,29.2433333333,20.1383333333,21.817272727254547,9.245289256185124,29.2433333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,149.72727272727272,100.16528925619836,229.0,0.492979869160793,1.1779,179.66734430125155,276.8209090909091,3.090909090909091,16.363636363636363,79.55512,27.094545454545454,0.8440938142804789,18.21818181818182,1.0599804345737691,7.6195,31.3522,cubic,CAT A,"[[0.0, 0.0, 0.0, -0.651, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.651, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.651]]",0.651455246129419,-0.651
1.0,30.0,29.0,9.307692307692308,5.7514792899408285,9.0,55.0,93.0,38.0,87.0,7.6923076923076925,93.0,1.00794,65.38,64.37205999999999,19.40365969230769,12.679643171597633,18.9984032,14.01,1811.0,1796.99,225.90923076923076,315.67100591715973,53.5,1.0,17.0,16.0,10.846153846153847,6.497041420118342,17.0,1.0,4.0,3.0,2.0,0.6153846153846154,2.0,31.0,132.0,101.0,61.15384615384615,21.75147928994083,57.0,1.65,3.98,2.33,3.0046153846153847,0.8842603550295858,3.98,1.0,2.0,1.0,1.6923076923076923,0.4260355029585799,2.0,0.0,5.0,5.0,2.5384615384615383,2.3431952662721893,5.0,0.0,10.0,10.0,1.2307692307692308,2.082840236686391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,5.461538461538462,2.745562130177515,7.0,0.0,1.0,1.0,0.3076923076923077,0.4260355029585799,0.0,0.0,2.0,2.0,0.6923076923076923,0.6390532544378698,1.0,4.0,4.0,0.3076923076923077,0.5680473372781065,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3076923076923077,0.6272189349112426,1.0,6.615,13.96,7.345000000000001,9.069038461538462,1.5101775147928993,9.7075,0.0,7.853,7.853,3.174,2.8793846153846157,1.97,2.1106628,2.1106628,0.16235867692307693,0.2997390958579882,0.0,12.0,229.0,217.0,99.84615384615384,92.29585798816568,15.0,0.5918952723720327,0.9174,489.6719911322357,225.92076923076925,5.461538461538462,9.307692307692308,15.454896923076925,63.78153846153847,0.48559247012167556,46.63461538461539,0.21895858790207273,11.7456,33.5262,orthomm2,CAT B,"[[0.0, 0.0, 0.0, 0.0, -0.024, 0.0], [0.0, 0.0, 0.0, 0.011, 0.0, 0.0], [-0.04, -0.009, -0.019, 0.0, 0.0, 0.0]]",0.044846958648274,"[-0.024, 0.011, -0.04, -0.009, -0.019]"
47.0,53.0,6.0,50.57142857142857,2.775510204081633,53.0,65.0,96.0,31.0,83.42857142857143,14.36734693877551,96.0,107.8682,126.90447,19.036270000000002,119.39504000000001,8.582205714285715,126.90447,386.85,1234.93,848.08,658.7828571428571,329.2269387755102,386.85,11.0,17.0,6.0,14.571428571428571,2.775510204081633,17.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,145.0,6.0,141.42857142857142,2.775510204081631,139.0,1.69,2.66,0.9700000000000002,2.312857142857143,0.39673469387755106,2.66,1.0,2.0,1.0,1.7142857142857142,0.4081632653061225,2.0,0.0,5.0,5.0,2.857142857142857,2.4489795918367347,5.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,6.0,14.571428571428571,2.775510204081633,17.0,0.0,1.0,1.0,0.2857142857142857,0.40816326530612246,0.0,0.0,1.0,1.0,0.5714285714285714,0.489795918367347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8571428571428571,0.2448979591836735,1.0,16.33,43.015,26.685000000000002,32.03071428571429,12.553469387755102,43.015,0.0,1.062,1.062,0.6068571428571429,0.5201632653061224,1.062,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,128.57142857142858,73.79591836734694,64.0,0.1775053446562288,0.4076,371.06975434793486,658.7828571428571,8.857142857142858,50.57142857142857,136.9708571428571,38.97142857142857,1.0341420403571215,36.285714285714285,0.25529151052769206,7.9457,252.1789,tetra-42m,CAT A,"[[0.0, 0.0, 0.0, -0.362, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.362, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.445]]",0.44492,"[-0.362, -0.445]"
5.0,70.0,65.0,12.166666666666666,9.638888888888888,8.0,39.0,87.0,48.0,78.0,10.5,87.0,10.811,173.054,162.243,27.35781666666667,24.28269722222222,15.9994,54.8,2348.0,2293.2,905.6333333333333,992.638888888889,54.8,3.0,16.0,13.0,13.916666666666666,2.430555555555556,16.0,2.0,6.0,4.0,2.3333333333333335,0.6111111111111112,2.0,66.0,187.0,121.0,82.08333333333333,18.76388888888889,66.0,1.26,3.44,2.1799999999999997,2.7916666666666665,0.7563888888888889,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.5555555555555554,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1.1666666666666667,2.138888888888889,0.0,3.0,16.0,13.0,5.833333333333333,1.888888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.8333333333333335,1.4444444444444446,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.8333333333333335,1.4444444444444446,2.0,7.1725,34.12,26.947499999999998,10.545416666666666,3.9290972222222216,9.105,0.0,1.524,1.524,0.508,0.6773333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,81.08333333333333,80.59722222222223,12.0,0.6315742345689269,0.8197,1058.1928509124516,906.3833333333333,4.75,12.166666666666668,12.265505,140.4933333333333,0.904501881979752,40.92916666666667,0.22858138889042104,7.3803,18.5023,orthomm2,CAT B,"[[0.0, 0.0, 0.0, 0.0, 0.967, 0.0], [0.0, 0.0, 0.0, 1.018, 0.0, 0.0], [0.944, 1.354, 0.909, 0.0, 0.0, 0.0]]",1.88400228869288,"[0.967, 1.018, 0.944, 1.354, 0.909]"
40.0,78.0,38.0,55.8,13.319999999999999,51.0,44.0,85.0,41.0,66.1,15.12,85.0,91.224,195.084,103.86,134.5964,36.292559999999995,121.76,903.78,2128.0,1224.22,1612.3319999999999,566.8416,903.78,4.0,15.0,11.0,10.2,3.839999999999999,15.0,5.0,6.0,1.0,5.3,0.41999999999999993,5.0,136.0,175.0,39.0,148.9,15.660000000000002,139.0,1.33,2.28,0.9499999999999997,1.903,0.34379999999999983,2.05,1.0,2.0,1.0,1.7,0.42000000000000004,2.0,0.0,3.0,3.0,1.2,1.44,3.0,2.0,10.0,8.0,7.3,3.18,10.0,0.0,14.0,14.0,4.2,5.880000000000001,0.0,4.0,24.0,20.0,14.4,6.24,15.0,0.0,1.0,1.0,0.3,0.41999999999999993,0.0,0.0,3.0,3.0,1.2,1.44,3.0,8.0,8.0,2.7,3.18,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.2,2.2800000000000002,3.0,15.02,31.56,16.54,24.0885,5.977199999999999,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,192.1,20.880000000000003,166.0,0.18311317969971208,0.387,579.5017041700568,1612.3319999999999,6.2,55.800000000000004,38.099999999999994,101.868,0.8247783962718969,36.2,0.47249683432542094,9.0531,269.9969,cubic,CAT A,"[[0.0, 0.0, 0.0, -1.102, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -1.102, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -1.102]]",1.1017,-1.102
1.0,34.0,33.0,10.0,8.0,8.0,87.0,92.0,5.0,89.0,2.0,87.0,1.00794,78.96,77.95205999999999,21.495679999999997,19.154773333333328,15.9994,14.01,494.0,479.99,114.40333333333332,126.53222222222222,54.8,1.0,16.0,15.0,11.0,6.666666666666667,16.0,1.0,4.0,3.0,2.0,0.6666666666666666,2.0,31.0,120.0,89.0,63.333333333333336,21.555555555555557,66.0,2.2,3.44,1.2399999999999998,2.8783333333333334,0.5616666666666666,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,6.0,3.3333333333333335,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,6.615,25.92,19.305,11.0775,4.947500000000001,9.105,0.0,7.853,7.853,2.750833333333333,3.401444444444445,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,73.0,80.66666666666667,12.0,0.3378714006197326,0.5737,170.7380762714893,114.40333333333334,4.333333333333333,10.0,0.1601233333333333,46.016666666666666,0.36654993358073334,37.075,0.4025827039733269,8.4088,73.66,ortho222,CAT A,"[[0.0, 0.0, 0.0, 0.029, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.055, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.004]]",0.05544,"[0.029, -0.055, -0.004]"
29.0,80.0,51.0,38.25,10.4375,34.0,64.0,89.0,25.0,79.25,9.75,89.0,63.546,200.59,137.044,89.52025,27.767437500000007,78.96,234.32,1357.77,1123.45,767.1575,406.36687500000005,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,6.0,2.0,4.25,0.4375,4.0,120.0,132.0,12.0,124.5,5.625,120.0,1.9,2.55,0.6499999999999999,2.2512499999999998,0.29874999999999996,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,1.75,3.0625,0.0,11.0,26.0,15.0,15.75,2.8125,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,11.07,25.92,14.850000000000001,21.7578232758625,5.343911637931251,25.92,0.0,0.799,0.799,0.447375,0.351625,0.799,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,112.125,98.125,14.0,0.1974024189038635,0.3011,429.7344426721577,767.1575,7.75,38.25,108.7975,48.97,1.1134588336018325,24.7875,0.8528882137866146,10.0849,258.8026,tetra-42m,CAT A,"[[0.0, 0.0, 0.0, 0.162, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.162, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.105]]",0.161545,"[0.162, 0.105]"
19.0,34.0,15.0,25.0,6.545454545454546,19.0,3.0,89.0,86.0,38.72727272727273,38.97520661157025,3.0,39.0983,78.96,39.86169999999999,55.033440454545456,17.40113421487603,39.0983,336.53,1519.0,1182.47,501.28909090909093,185.03834710743806,336.53,1.0,16.0,15.0,7.0,6.545454545454546,1.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,203.0,83.0,167.0,39.27272727272727,203.0,0.82,2.55,1.73,1.5154545454545454,0.7586776859504131,0.82,1.0,2.0,1.0,1.4545454545454546,0.4958677685950414,1.0,0.0,4.0,4.0,1.4545454545454546,1.8512396694214877,0.0,0.0,10.0,10.0,4.090909090909091,4.462809917355372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,7.0,6.545454545454546,1.0,0.0,1.0,1.0,0.5454545454545454,0.4958677685950414,1.0,0.0,2.0,2.0,0.7272727272727273,0.9256198347107438,0.0,5.0,5.0,0.45454545454545453,0.8264462809917356,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.7272727272727273,0.793388429752066,1.0,10.4875862069,73.1066666667,62.619080459799996,50.25523510973637,24.928834425778508,73.1066666667,0.0,0.799,0.799,0.29054545454545455,0.3697851239669422,0.0,0.000310120689655,0.000310120689655,2.8192789968636364e-05,5.125961812479339e-05,0.0,14.0,229.0,215.0,149.72727272727272,98.71074380165291,229.0,0.3564828037399893,0.8082,330.12688553602993,501.2890909090909,3.3636363636363633,25.0,55.44363636363636,15.61818181818182,2.1191758758454258,6.031818181818182,1.9861510980504016,7.6195,59.9582,hextetramm,CAT B,"[[0.0, 0.0, 0.0, 0.0, 0.036, 0.0], [0.0, 0.0, 0.0, 0.036, 0.0, 0.0], [0.104, 0.104, -0.287, 0.0, 0.0, 0.0]]",0.322388416975549,"[0.036, 0.104, -0.287]"
8.0,38.0,30.0,33.63636363636363,4.661157024793391,35.0,8.0,95.0,87.0,62.63636363636363,39.735537190082646,95.0,15.9994,87.62,71.62060000000001,76.90030909090909,11.072892561983473,79.904,54.8,1050.0,995.2,531.7818181818183,376.88595041322316,265.8,2.0,17.0,15.0,11.454545454545455,6.87603305785124,17.0,2.0,5.0,3.0,4.181818181818182,0.5950413223140495,4.0,66.0,195.0,129.0,142.36363636363637,38.28099173553719,120.0,0.95,3.44,2.49,2.272727272727273,0.9619834710743802,2.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.090909090909091,2.2479338842975207,5.0,0.0,10.0,10.0,5.454545454545454,4.958677685950414,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,15.0,10.545454545454545,7.041322314049586,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.7272727272727273,0.5289256198347106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.7272727272727273,0.5289256198347106,1.0,9.105,54.23,45.125,36.62772727272727,12.801652892561982,29.48,0.0,1.457,1.457,0.7947272727272728,0.7224793388429753,1.457,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,117.81818181818181,77.9504132231405,64.0,0.47741549511662695,1.0088,396.13931850981606,531.7818181818182,5.09090909090909,33.63636363636363,12.795143636363639,25.381818181818183,1.0134436719454472,30.05909090909091,0.60252555186198,7.6195,33.4297,hextetramm,CAT B,"[[0.0, 0.0, 0.0, 0.0, 0.055, 0.0], [0.0, 0.0, 0.0, 0.055, 0.0, 0.0], [0.056, 0.056, -0.169, 0.0, 0.0, 0.0]]",0.186747203191909,"[0.055, 0.056, -0.169]"
15.0,47.0,32.0,22.285714285714285,9.26530612244898,16.0,65.0,88.0,23.0,81.28571428571429,8.163265306122446,88.0,30.973762,107.8682,76.89443800000001,47.49742314285714,22.358101061224488,32.065,317.3,1234.93,917.6300000000001,542.6214285714286,240.67632653061224,388.36,11.0,16.0,5.0,14.571428571428571,1.7551020408163267,16.0,3.0,5.0,2.0,3.4285714285714284,0.6122448979591836,3.0,105.0,145.0,40.0,113.42857142857143,11.469387755102042,105.0,1.65,2.58,0.9300000000000002,2.2985714285714285,0.3216326530612245,2.58,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.5510204081632655,4.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,7.428571428571429,2.326530612244898,6.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,3.0,3.0,1.5714285714285714,0.8979591836734694,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.7142857142857142,0.6938775510204083,2.0,13.96,25.786875,11.826874999999998,22.286819727885717,4.081039844506121,25.786875,0.0,2.202,2.202,1.4904285714285714,0.8516734693877551,2.202,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,100.14285714285714,62.48979591836735,70.0,0.273080628261153,0.3556,304.2003175742013,542.6214285714285,7.428571428571429,22.285714285714285,78.7222857142857,30.257142857142856,1.1751336660840304,41.67857142857143,0.11456185066918863,9.5922,128.6284,orthomm2,CAT B,"[[0.0, 0.0, 0.0, 0.0, -0.113, 0.0], [0.0, 0.0, 0.0, -0.073, 0.0, 0.0], [-0.104, -0.111, 0.131, 0.0, 0.0, 0.0]]",0.200688084349819,"[-0.113, -0.073, -0.104, -0.111, 0.131]"
52.0,56.0,4.0,53.0,1.5,52.0,9.0,90.0,81.0,69.75,30.375,90.0,127.6,137.327,9.727000000000004,130.03175,3.647624999999998,127.6,722.66,1000.0,277.34000000000003,791.995,104.00250000000003,722.66,2.0,16.0,14.0,12.5,5.25,16.0,5.0,6.0,1.0,5.25,0.375,5.0,138.0,215.0,77.0,157.25,28.875,138.0,0.89,2.1,1.21,1.7975,0.45375,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,12.5,5.25,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,0.75,2.0,34.7633333333,63.59,28.826666666700007,41.969999999975,10.810000000012504,34.7633333333,0.0,0.464,0.464,0.34800000000000003,0.174,0.464,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,171.25,28.875,152.0,0.3620041880770965,0.5239,120.09174274278811,791.995,5.0,53.0,6.75,51.15,0.4689912743857077,13.225,0.3634359917583089,4.6753,35.6762,ortho222,CAT A,"[[0.0, 0.0, 0.0, -0.267, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.023, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.023]]",0.26742,"[-0.267, -0.023, -0.023]"
