MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,$\delta$,Δ$\chi$,ΔTm,Tm(K),VEC,AN,K,B,ΔB,G,ΔG,ΔSmix,$\lambda$,subcategory,category,total,e_ij_max,target
8.0,42.0,34.0,12.25,5.875,8.0,2.0,87.0,85.0,76.16666666666667,16.722222222222218,87.0,15.9994,95.96,79.9606,25.741041106666668,13.447400113333336,15.9994,54.8,2896.0,2841.2,361.6558333333333,423.9263888888889,54.8,1.0,16.0,15.0,13.75,3.4166666666666665,16.0,2.0,5.0,3.0,2.5,0.6666666666666666,2.0,66.0,166.0,100.0,88.5,30.0,66.0,0.93,3.44,2.51,2.9158333333333335,0.6988888888888888,3.44,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,3.1666666666666665,1.1111111111111112,4.0,0.0,5.0,5.0,0.4166666666666667,0.7638888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,5.416666666666667,0.8749999999999999,6.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,3.0,3.0,1.8333333333333333,0.6111111111111112,2.0,5.0,5.0,0.4166666666666667,0.7638888888888888,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.4166666666666665,0.7916666666666666,2.0,9.105,29.2433333333,20.1383333333,13.576150793641666,5.961534391522221,9.105,0.0,1.625,1.625,0.2708333333333333,0.45138888888888884,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,46.5,60.833333333333336,12.0,0.6559026858714129,0.8045,773.5310894146222,361.65583333333325,5.416666666666666,12.25,23.307053333333332,57.231666666666655,0.9679376807528829,38.4,0.3239366835555682,8.1734,18.9987,ortho222,CAT A,"[[0.0, 0.0, 0.0, 0.07, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.056, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.033]]",0.06983,"[0.07, -0.056, 0.033]"
8.0,32.0,24.0,14.333333333333334,7.444444444444444,8.0,2.0,87.0,85.0,57.5,36.666666666666664,87.0,15.9994,72.64,56.6406,30.45437821333333,16.943181191111112,15.9994,54.8,1211.4,1156.6000000000001,347.20000000000005,295.9566666666667,54.8,1.0,16.0,15.0,10.666666666666666,6.444444444444444,16.0,2.0,4.0,2.0,2.8333333333333335,0.8333333333333334,2.0,66.0,203.0,137.0,114.5,48.5,66.0,0.82,3.44,2.62,2.3466666666666667,1.0933333333333335,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.3333333333333335,1.6666666666666667,4.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,5.666666666666667,3.1111111111111107,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,4.0,4.0,1.6666666666666667,1.111111111111111,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.6666666666666666,2.0,9.105,73.1066666667,64.00166666669999,25.444999999999997,17.153333333333332,9.105,0.0,0.383,0.383,0.06383333333333334,0.10638888888888888,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,119.83333333333333,107.83333333333333,12.0,0.657916126443809,1.1574,409.0658133275541,347.2,4.0,14.333333333333332,50.01329,37.27333333333333,0.6184405758375132,29.933333333333334,0.6530594151904177,10.3298,23.8643,orthomm2,CAT B,"[[0.0, 0.0, 0.0, 0.0, -0.372, 0.0], [0.0, 0.0, 0.0, 0.036, 0.0, 0.0], [-0.345, 0.35, -1.029, 0.0, 0.0, 0.0]]",1.14049419967837,"[-0.372, 0.036, -0.345, 0.35, -1.029]"
16.0,51.0,35.0,26.0,10.0,16.0,61.0,88.0,27.0,79.0,11.0,88.0,32.065,121.76,89.69500000000001,56.69906666666666,24.63406666666667,32.065,388.36,1728.0,1339.6399999999999,859.105,470.74500000000006,388.36,10.0,16.0,6.0,14.0,2.3333333333333335,16.0,3.0,5.0,2.0,3.6666666666666665,0.6666666666666666,3.0,105.0,139.0,34.0,118.33333333333333,13.333333333333334,105.0,1.9,2.58,0.6800000000000002,2.2666666666666666,0.3133333333333334,2.58,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.5,1.6666666666666667,4.0,0.0,10.0,10.0,4.666666666666667,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.0,3.0,6.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,3.0,3.0,1.5,1.0,2.0,2.0,2.0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.3333333333333333,2.0,10.32,31.56,21.24,21.718437500000004,7.348958333333331,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.5953947,0.5953947,0.09923245000000001,0.16538741666666668,0.0,70.0,225.0,155.0,137.66666666666666,67.66666666666667,70.0,0.2395549553623377,0.3171,527.6431439192592,859.105,7.333333333333333,26.0,85.93583333333333,64.18333333333332,1.0873726072068421,45.875,0.35541962492425583,10.3298,180.003,ortho222,CAT A,"[[0.0, 0.0, 0.0, 0.185, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.04, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.117]]",0.18451,"[0.185, 0.04, -0.117]"
4.0,25.0,21.0,11.565217391304348,5.693761814744802,8.0,52.0,88.0,36.0,77.17391304347827,11.410207939508506,87.0,9.012182,54.938045,45.92586300000001,24.134914173913042,12.434292748582232,15.9994,54.8,1687.0,1632.2,733.1721739130435,737.8502835538752,54.8,2.0,16.0,14.0,12.347826086956522,4.559546313799622,16.0,2.0,4.0,2.0,2.5217391304347827,0.6805293005671078,2.0,66.0,139.0,73.0,90.17391304347827,25.224952741020793,66.0,1.55,3.44,1.89,2.6291304347826085,0.8461247637051039,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5217391304347827,1.671077504725898,4.0,0.0,5.0,5.0,0.8695652173913043,1.436672967863894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.391304347826087,1.2476370510396977,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6521739130434783,1.005671077504726,2.0,5.0,5.0,0.8695652173913043,1.436672967863894,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5217391304347827,1.2476370510396977,2.0,7.89,25.786875,17.896874999999998,11.390748688156522,3.612511325858602,9.105,0.0,2.202,2.202,0.19656521739130434,0.3247599243856332,0.0,0.000310120689655,0.000310120689655,5.3934032983478256e-05,8.91084023205293e-05,0.0,12.0,227.0,215.0,101.95652173913044,96.64650283553875,12.0,0.5073078683171705,0.8725,748.6671614273074,733.1721739130434,5.391304347826086,11.565217391304348,45.727128695652176,79.14869565217391,0.44630270629589597,55.26086956521739,0.5378297093671196,10.9024,42.3623,cubic,CAT A,"[[0.0, 0.0, 0.0, 0.143, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.143, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.143]]",0.143326666666667,0.143
8.0,50.0,42.0,17.6,12.960000000000003,8.0,2.0,87.0,85.0,51.6,39.67999999999999,2.0,15.9994,118.71,102.7106,39.337667712,31.748932915199997,15.9994,54.8,505.08,450.28,271.284,173.1872,54.8,1.0,16.0,15.0,9.6,6.880000000000001,1.0,2.0,5.0,3.0,3.0,0.8,2.0,66.0,166.0,100.0,120.6,43.68,66.0,0.93,3.44,2.51,2.1399999999999997,1.0399999999999998,0.93,1.0,2.0,1.0,1.6,0.48,1.0,0.0,4.0,4.0,2.0,1.6,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,5.6,3.6800000000000006,1.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,4.0,4.0,1.6,1.2799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.8,1.0,9.105,33.285,24.179999999999996,21.996333333320003,10.313066666655999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,124.6,90.08,12.0,0.518118288040513,1.1261,183.4262559831607,271.28400000000005,3.6000000000000005,17.6,69.410632,35.544000000000004,0.6733232998150646,22.42,0.8128584297165055,8.7706,32.6717,ortho222,CAT A,"[[0.0, 0.0, 0.0, -0.15, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.077, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.244]]",0.24367,"[-0.15, -0.077, -0.244]"
9.0,51.0,42.0,22.181818181818183,14.3801652892562,9.0,85.0,95.0,10.0,92.45454545454545,1.983471074380166,93.0,18.9984032,121.76,102.7615968,50.40203810909091,34.258510809917354,18.9984032,53.5,903.78,850.28,228.7436363636364,191.17487603305787,53.5,15.0,17.0,2.0,16.727272727272727,0.4462809917355376,17.0,2.0,5.0,3.0,3.0,1.0909090909090908,2.0,57.0,139.0,82.0,87.36363636363636,33.12396694214876,57.0,2.05,3.98,1.9300000000000002,3.3963636363636365,0.6366942148760331,3.98,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.7272727272727275,0.44628099173553704,5.0,0.0,10.0,10.0,4.545454545454546,4.958677685950414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,10.0,11.272727272727273,4.661157024793389,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.2727272727272727,0.4462809917355371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.2727272727272727,0.4462809917355371,1.0,9.7075,31.56,21.8525,18.560454545454547,9.657768595041324,9.7075,0.0,1.97,1.97,1.5445454545454547,0.4641322314049587,1.97,0.0,0.0,0.0,0.0,0.0,14.0,166.0,152.0,42.0,34.54545454545455,15.0,0.4617061205398629,0.6838,254.83567971252663,228.76,6.727272727272727,22.18181818181818,2.2769272727272725,34.305454545454545,0.6870212283380351,37.95,0.3368912568729721,9.3196,43.7185,ortho222,CAT A,"[[0.0, 0.0, 0.0, -0.037, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.02, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.054]]",0.054,"[-0.037, 0.02, -0.054]"
13.0,29.0,16.0,18.5,5.25,16.0,64.0,88.0,24.0,78.25,9.75,88.0,26.9815386,63.546,36.5644614,38.66438465,12.440807675000002,32.065,388.36,1357.77,969.41,766.99,378.63,388.36,11.0,16.0,5.0,14.0,2.0,16.0,3.0,4.0,1.0,3.25,0.375,3.0,105.0,132.0,27.0,115.75,10.75,105.0,1.61,2.58,0.97,2.1675,0.41250000000000003,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,6.5,2.25,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,11.07,25.786875,14.716874999999998,19.7809375,6.005937499999999,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,147.5,77.5,70.0,0.21642488777375554,0.4251,407.26464141881996,766.99,6.5,18.5,158.8525,57.85,0.9510524337321595,40.375,0.21000207903543802,8.6442,184.5493,tetra-42m,CAT A,"[[0.0, 0.0, 0.0, -0.129, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.129, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.13]]",0.130337545536545,"[-0.129, -0.13]"
15.0,47.0,32.0,35.166666666666664,7.888888888888888,34.0,65.0,89.0,24.0,80.0,10.0,89.0,30.973762,107.8682,76.89443800000001,80.59836033333333,18.179893111111113,78.96,317.3,1234.93,917.6300000000001,711.5266666666666,348.9355555555556,494.0,11.0,16.0,5.0,14.166666666666666,2.111111111111111,16.0,3.0,5.0,2.0,4.166666666666667,0.5555555555555557,4.0,107.0,145.0,38.0,126.16666666666667,12.555555555555557,120.0,1.93,2.55,0.6199999999999999,2.283333333333333,0.2666666666666666,2.55,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.5,1.6666666666666667,4.0,0.0,10.0,10.0,8.333333333333334,2.7777777777777772,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,11.0,12.5,3.5,16.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,3.0,3.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.8333333333333333,0.5555555555555555,2.0,16.33,25.92,9.590000000000003,22.165039682533333,3.8900264550222237,25.92,0.0,1.625,1.625,0.6703333333333333,0.4468888888888889,0.799,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,82.33333333333333,95.11111111111113,14.0,0.2431644026671323,0.2804,375.3376958449847,711.5266666666666,7.5,35.166666666666664,143.63266666666664,39.31666666666666,1.0916544327004853,19.141666666666666,0.8414896407016453,8.4088,142.2115,ortho222,CAT A,"[[0.0, 0.0, 0.0, -0.069, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.174, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.002]]",0.17376,"[-0.069, -0.174, 0.002]"
34.0,56.0,22.0,42.0,8.0,34.0,9.0,89.0,80.0,71.875,19.15625,89.0,78.96,137.327,58.367000000000004,98.451675,19.491675,78.96,494.0,1234.93,740.9300000000001,743.8675000000001,309.56437500000004,494.0,2.0,16.0,14.0,12.75,3.5625,16.0,4.0,6.0,2.0,4.625,0.625,4.0,120.0,215.0,95.0,140.5,20.875,120.0,0.89,2.55,1.6599999999999997,2.11375,0.4362499999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,8.75,2.1875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,12.75,3.5625,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,16.33,63.59,47.260000000000005,29.151875,9.6428125,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,109.5,95.5,14.0,0.3461968547438489,0.542,326.8491922412384,743.8675000000001,6.5,42.0,118.385,37.6,1.0479887747170775,12.2125,0.919871117032413,10.0849,84.1448,ortho222,CAT A,"[[0.0, 0.0, 0.0, 0.05, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.027, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.047]]",0.04964,"[0.05, 0.027, -0.047]"
8.0,53.0,45.0,19.5,16.75,8.0,87.0,96.0,9.0,90.75,3.75,87.0,15.9994,126.90447,110.90507000000001,44.4754183,41.21452585,15.9994,53.5,386.85,333.35,137.4875,124.68125000000002,54.8,16.0,17.0,1.0,16.5,0.5,16.0,2.0,5.0,3.0,2.75,1.125,2.0,57.0,139.0,82.0,82.0,28.5,66.0,2.66,3.98,1.3199999999999998,3.38,0.36,3.44,2.0,2.0,0.0,2.0,0.0,2.0,4.0,5.0,1.0,4.5,0.5,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.5,0.5,2.0,9.105,43.015,33.91,17.733125,12.6409375,9.105,0.0,1.97,1.97,0.758,0.758,0.0,0.0,0.0,0.0,0.0,0.0,12.0,64.0,52.0,25.75,19.125,12.0,0.47396232440978625,0.4705,143.9661099877329,137.495,6.5,19.5,0.132465,42.095,0.4717415965976287,43.75,0.0,8.6442,38.4804,ortho222,CAT A,"[[0.0, 0.0, 0.0, 0.554, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.645, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.478]]",0.64489,"[0.554, 0.645, 0.478]"
12.0,16.0,4.0,14.0,2.0,12.0,68.0,88.0,20.0,78.0,10.0,68.0,24.305,32.065,7.759999999999998,28.185,3.879999999999999,24.305,388.36,923.0,534.64,655.6800000000001,267.32,388.36,2.0,16.0,14.0,9.0,7.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,105.0,141.0,36.0,123.0,18.0,105.0,1.31,2.58,1.27,1.945,0.635,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,22.89,25.786875,2.896874999999998,24.338437499999998,1.448437499999999,22.89,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,132.0,62.0,70.0,0.24463519313304716,0.635,267.32,655.6800000000001,4.0,14.0,80.1025,26.35,0.7077798861480076,30.375,0.44032921810699593,5.7628,96.2936,cubic,CAT A,"[[0.0, 0.0, 0.0, 0.335, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.335, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.335]]",0.335406666666666,0.335
17.0,80.0,63.0,48.857142857142854,26.69387755102041,80.0,71.0,94.0,23.0,82.71428571428571,10.040816326530614,71.0,35.453,200.59,165.137,118.65657142857143,70.22865306122449,200.59,171.6,494.0,322.4,290.5942857142857,116.23183673469387,234.32,12.0,17.0,5.0,14.571428571428571,2.2040816326530615,12.0,3.0,6.0,3.0,4.571428571428571,1.2244897959183674,6.0,102.0,132.0,30.0,120.0,10.285714285714286,132.0,2.0,3.16,1.1600000000000001,2.488571428571429,0.4187755102040816,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.5714285714285716,2.2040816326530615,0.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,10.0,0.0,14.0,14.0,6.0,6.857142857142857,14.0,7.0,26.0,19.0,17.714285714285715,7.1020408163265305,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8571428571428571,0.7346938775510203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8571428571428571,0.7346938775510203,0.0,24.4975,25.92,1.422500000000003,25.221108374385715,0.41349049964898094,25.2375862069,0.0,2.493,2.493,0.9405714285714285,0.8871020408163266,0.0,0.0,0.0,0.0,0.0,0.0,14.0,166.0,152.0,93.42857142857143,62.204081632653065,166.0,0.32418436750589485,0.4819,131.23993021040758,290.5942857142857,8.857142857142858,48.857142857142854,3.708257142857143,13.4,0.7767137301258544,32.30714285714286,0.5600230833064054,8.9707,85.358,cubic,CAT A,"[[0.0, 0.0, 0.0, 0.358, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.358, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.358]]",0.35788,0.358
30.0,34.0,4.0,32.0,2.0,30.0,69.0,89.0,20.0,79.0,10.0,69.0,65.38,78.96,13.579999999999998,72.16999999999999,6.789999999999999,65.38,494.0,692.68,198.67999999999995,593.3399999999999,99.33999999999997,494.0,12.0,16.0,4.0,14.0,2.0,12.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,122.0,2.0,121.0,1.0,120.0,1.65,2.55,0.8999999999999999,2.0999999999999996,0.44999999999999996,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,14.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,13.96,25.92,11.96,19.94,5.98,13.96,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,104.0,90.0,14.0,0.15918367346938772,0.45,99.33999999999997,593.3399999999999,9.0,32.0,60.26,39.15,0.7879948914431674,23.35,0.841541755888651,5.7628,227.4251,cubic,CAT A,"[[0.0, 0.0, 0.0, -0.057, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.057, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.057]]",0.05709,-0.057
8.0,38.0,30.0,18.75,12.541666666666666,8.0,8.0,87.0,79.0,70.58333333333333,21.95833333333334,87.0,15.9994,87.62,71.62060000000001,41.338483333333336,29.56226388888889,15.9994,54.8,1357.77,1302.97,522.0141666666667,545.0831944444444,54.8,2.0,16.0,14.0,12.916666666666666,3.9583333333333335,16.0,2.0,5.0,3.0,3.0,1.1666666666666667,2.0,66.0,195.0,129.0,102.0,42.0,66.0,0.95,3.44,2.49,2.658333333333333,0.9119444444444446,3.44,1.0,2.0,1.0,1.9166666666666667,0.1527777777777777,2.0,0.0,4.0,4.0,2.6666666666666665,1.5555555555555554,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,7.083333333333333,2.9583333333333326,6.0,0.0,1.0,1.0,0.08333333333333333,0.15277777777777776,0.0,0.0,4.0,4.0,1.8333333333333333,0.9166666666666669,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.9166666666666667,0.7916666666666665,2.0,9.105,54.23,45.125,19.10625,13.007499999999999,9.105,0.0,0.383,0.383,0.06383333333333334,0.10638888888888888,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,100.75,103.54166666666667,12.0,0.6655563269809867,0.9802,557.8646110013065,522.0141666666667,5.416666666666666,18.75,49.18217166666666,60.763333333333335,0.3931771447670206,37.829166666666666,0.37635958650053647,9.3012,20.9977,ortho222,CAT A,"[[0.0, 0.0, 0.0, -0.173, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.56, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.56]]",0.55992,"[-0.173, 0.56, 0.56]"
