,x_comp,y_comp,"[Zr, Hg]","[Sc, Y]","[Ti, Hf]","[Zr, Hf]","[Ta, Nb]","[B, Er]","[Nb, Sc]"
35,0.3,0.2,0.6158483028411865,1.7825654745101929,2.232814311981201,2.6268537044525146,3.309213161468506,4.05985689163208,3.3228280544281006
36,0.4,0.2,0.7728830575942993,1.7505183219909668,2.299123764038086,2.760629653930664,3.340383529663086,4.098766326904297,3.3763203620910645
37,0.5,0.2,0.8842011094093323,1.7298693656921387,2.402595043182373,2.817392349243164,3.220319986343384,4.149242401123047,3.4406776428222656
38,0.6,0.2,0.9777769446372986,1.7055691480636597,2.5199337005615234,2.890000820159912,3.0941591262817383,4.203086853027344,3.5056018829345703
39,0.3,0.3,0.700609028339386,1.839501142501831,2.7189128398895264,3.0037155151367188,3.3824310302734375,4.045058727264404,3.3452701568603516
40,0.3,0.4,0.813564121723175,1.9057879447937012,2.9515843391418457,3.1273789405822754,3.380019187927246,4.185598850250244,3.3818931579589844
41,0.3,0.5,0.9017125964164734,1.957061529159546,3.116873264312744,3.2342090606689453,3.379272937774658,4.363576889038086,3.438504457473755
42,0.4,0.3,0.8425331115722656,1.7952516078948975,2.7232069969177246,3.000021457672119,3.3729090690612793,4.069001197814941,3.4009251594543457
43,0.5,0.3,0.9445114135742188,1.7643775939941406,2.76340651512146,3.012199640274048,3.2419862747192383,4.088365077972412,3.47446346282959
44,0.4,0.4,0.9178016781806946,1.8515205383300781,2.944690704345703,3.1156866550445557,3.389488697052002,4.164318084716797,3.4517054557800293
